"","Loans.funded_amnt","Loans.loan_amnt","Loans.dti","Loans.emp_length","Loans.installment","Loans.annual_inc","Loans.revol_bal","earlyear","proputil","Loans.open_acc","Loans.loan_status"
"10445",11000,11000,18.74,6,414.37,63000,8986,100,49.1,28,"Fully Paid"
"19664",2500,2500,8.76,2,75.4,39996,5912,98,28.3,9,"Fully Paid"
"24784",6000,6000,2.2,6,205.01,60000,3719,100,39.1,3,"Fully Paid"
"24357",9000,9000,6.41,0,312.92,50000,7623,101,48.2,10,"Fully Paid"
"21886",9600,15000,18,1,214.67,78000,7316,98,55.8,10,"Fully Paid"
"1823",7000,7000,21.95,10,234.82,48000,13100,96,69.3,21,"Fully Paid"
"38144",12100,12100,11.02,2,387.32,54000,8828,99,54.8,13,"Fully Paid"
"9428",6000,6000,19.68,0,185.24,96000,36587,96,22.1,17,"Fully Paid"
"25208",3500,3500,6.82,10,108.3,25000,4356,90,16.2,4,"Fully Paid"
"7363",1500,1500,7.33,2,50.9,25200,1900,106,11.3,3,"Fully Paid"
"15292",28000,28000,12.05,10,730.82,160000,11420,95,31.3,12,"Fully Paid"
"22740",25000,25000,6.83,5,855.54,68000,1116,99,9.9,6,"Fully Paid"
"29391",6000,6000,0,1,210.07,38004,0,105,0,4,"Fully Paid"
"10248",14000,14000,6.32,6,489.58,66675,17028,93,99,4,"Fully Paid"
"36656",5000,5000,20.86,10,170.38,75000,38511,87,22.9,35,"Fully Paid"
"6980",22275,30000,18.58,2,500.24,125004,22920,86,65.1,10,"Fully Paid"
"14294",35000,35000,3.73,4,879.09,1e+05,1798,97,10.3,5,"Fully Paid"
"6052",23275,23275,19.84,10,777.75,60000,24803,75,61.6,14,"Fully Paid"
"13922",10000,10000,20.32,10,322.63,87000,20552,96,80.6,8,"Fully Paid"
"7949",19000,19000,6.62,10,644.68,115000,19521,82,85.6,5,"Fully Paid"
"25109",4000,4000,13.88,0,123.77,9600,3448,101,30.2,19,"Fully Paid"
"1681",21000,21000,3,10,694.6,60000,8296,94,62.8,4,"Fully Paid"
"3877",6000,6000,7.26,4,195.44,108000,4752,84,26.3,10,"Fully Paid"
"5676",22000,22000,14.68,8,688.39,140000,72823,98,61.9,8,"Fully Paid"
"20582",4000,4000,15,2,122,50808,587,100,16.3,5,"Fully Paid"
"1508",12600,12600,4.41,1,294.95,74000,4481,105,28,8,"Fully Paid"
"15972",15000,15000,18.22,5,356.15,145000,6449,97,79.8,10,"Fully Paid"
"8279",19750,19750,25.22,6,614.26,51000,23932,100,58.1,7,"Fully Paid"
"33333",15000,15000,2.7,3,499.5,32000,71,105,0.5,5,"Fully Paid"
"14818",5500,5500,6.99,10,138.15,39996,5412,100,77.3,3,"Fully Paid"
"21615",10000,10000,18.28,10,235.08,47000,17394,97,54,12,"Fully Paid"
"11424",4800,4800,15.74,5,144.77,35000,9764,86,20.2,18,"Fully Paid"
"21337",8400,8400,9.14,2,256.2,52000,5425,101,23.6,13,"Fully Paid"
"23464",25000,25000,18.42,2,802.23,102000,25783,82,64.6,9,"Fully Paid"
"18479",4800,4800,7.3,1,155.72,50000,3589,102,56.1,7,"Fully Paid"
"19227",12800,12800,14.47,4,413.02,35000,16098,103,79.7,6,"Fully Paid"
"31260",12000,12000,17.56,7,411.41,75000,17233,94,91.2,7,"Fully Paid"
"34942",5000,5000,13.79,2,159.74,63000,5163,99,28.1,8,"Fully Paid"
"13822",4800,4800,23.3,10,148.19,76176,32418,94,45.9,9,"Fully Paid"
"35294",10000,10000,2.56,0,319.47,30000,473,103,1.9,7,"Fully Paid"
"37316",11500,11500,15.21,8,380.76,45760,10197,94,75.5,4,"Fully Paid"
"14997",7000,7000,10.03,4,159.24,36000,9303,99,59.6,8,"Fully Paid"
"23528",11000,11000,19.28,2,351.08,45000,11413,88,23.2,7,"Fully Paid"
"36926",10000,10000,20.83,4,339.23,50000,10634,104,57.5,7,"Fully Paid"
"38229",3000,3000,1.54,3,94.46,25000,1235,102,28.7,4,"Fully Paid"
"14938",10000,10000,10.84,10,247.94,65000,7459,97,73.1,7,"Fully Paid"
"21971",6000,6000,9.76,8,191.5,90000,22480,98,94.9,6,"Fully Paid"
"38473",18500,18500,17.56,2,604.88,52000,32438,85,43,12,"Fully Paid"
"30489",3000,3000,19.22,9,100.7,68000,6359,98,92.2,8,"Fully Paid"
"29261",6000,6000,20.99,10,187.69,69000,33588,80,74.3,5,"Fully Paid"
"8081",4200,4200,21.6,10,141.5,35000,13117,104,89.8,11,"Fully Paid"
"24082",25000,25000,6.4,10,819.89,95000,6416,81,36.9,10,"Fully Paid"
"2420",28000,28000,17.64,3,632.66,67000,12555,93,81,8,"Fully Paid"
"34645",7000,7000,3.92,3,221.28,85000,17390,104,86.1,7,"Fully Paid"
"9701",8000,8000,27.88,10,243.34,55530,64371,85,58.8,9,"Fully Paid"
"35252",20000,20000,20.54,3,666.3,60000,16777,99,63.3,9,"Fully Paid"
"2288",6000,6000,8.32,4,190.52,1e+05,9844,97,53.8,5,"Fully Paid"
"6483",15850,15850,28.98,10,350.26,38720.64,9378,98,31.6,7,"Fully Paid"
"7394",15000,15000,23.95,10,341.22,52000,10318,91,41.9,12,"Fully Paid"
"18926",14625,14625,24.78,5,490.53,80000,49594,99,80.9,11,"Fully Paid"
"11208",10000,10000,8.59,4,347.79,28932,7114,98,83.7,4,"Fully Paid"
"35228",4200,4200,12.32,1,139.29,57000,2094,103,20.7,5,"Fully Paid"
"28514",8000,8000,12.56,3,192.77,55000,4280,106,28.2,7,"Fully Paid"
"25972",9600,9600,15.59,4,298.67,60000,9409,93,66.3,6,"Fully Paid"
"18439",1500,1500,22.29,2,33.89,21000,437,104,29.1,7,"Fully Paid"
"30486",25000,25000,12.24,0,839.16,80000,10538,98,89.3,7,"Fully Paid"
"6177",21600,21600,20.82,10,477.33,75000,38623,92,53,10,"Fully Paid"
"26989",5000,5000,14.37,0,120.48,45000,1908,104,79.5,13,"Fully Paid"
"10448",5000,5000,3.39,6,150.8,80000,360,101,1.4,7,"Fully Paid"
"33784",9250,9250,18.97,1,311.11,27456,9666,102,83.3,7,"Fully Paid"
"27393",5000,5000,9.5,2,122.79,48000,2587,99,95.8,6,"Fully Paid"
"31166",7500,7500,3.52,3,242.89,61000,639,101,2.7,6,"Fully Paid"
"1735",12000,12000,4.67,7,396.92,38000,917,104,7.4,21,"Fully Paid"
"24065",20000,20000,4.64,10,439.76,88000,9479,102,59.2,6,"Fully Paid"
"24728",5000,5000,14.83,7,165.74,50000,5833,100,42.9,7,"Fully Paid"
"34359",20000,20000,21.19,10,686.12,80004,11035,80,43.1,10,"Fully Paid"
"3982",8000,8000,16.03,2,245.63,50000,8330,101,16,5,"Fully Paid"
"20763",6025,6025,7.4,0,184.77,60000,18719,100,40.7,8,"Fully Paid"
"27330",12000,12000,20.66,3,395.66,63600,20470,100,80.3,12,"Fully Paid"
"18109",12000,12000,16.58,5,389.3,50000,8179,102,35.7,13,"Fully Paid"
"17644",3600,3600,10.67,2,83.4,33504,1825,97,35.1,6,"Fully Paid"
"11724",9000,9000,16.73,3,290.37,36000,8274,103,37.6,6,"Fully Paid"
"38581",7000,7000,5.01,0,234.15,23000,1061,104,81.9,3,"Fully Paid"
"24149",2000,2000,7.44,5,75.63,30000,493,107,98.6,2,"Fully Paid"
"29108",20000,20000,9.09,10,647.7,102000,14674,92,41.1,8,"Fully Paid"
"20279",18250,18250,26.26,10,598.44,96000,109241,82,96.5,9,"Fully Paid"
"2366",15000,15000,9.69,2,501.23,90000,6284,97,23.7,13,"Fully Paid"
"1296",9000,9000,12.48,7,281.62,45000,17828,100,93.1,7,"Fully Paid"
"12597",4500,4500,10.96,2,149.45,52000,5030,92,50.2,6,"Fully Paid"
"29227",8000,8000,16.39,10,277.18,35004,21440,103,91.6,3,"Fully Paid"
"19120",20000,20000,21.8,3,506.57,67000,45389,96,90.4,11,"Fully Paid"
"2149",17000,17000,20.9,1,586.41,60000,15845,100,50.6,10,"Fully Paid"
"5207",18000,18000,0.76,0,595.37,130000,2745,87,17.2,4,"Fully Paid"
"7924",12000,12000,20.31,5,246.15,65000,912,98,2,11,"Fully Paid"
"4513",12000,12000,12.51,8,306.36,180000,35433,72,37.8,24,"Fully Paid"
"8351",8000,8000,3.9,6,302.89,79985,3431,96,31.8,30,"Fully Paid"
"20945",24000,24000,10.65,1,731.98,105000,81875,84,36.1,21,"Fully Paid"
"25127",17000,17000,7.52,8,531.78,125000,9283,92,24.4,9,"Fully Paid"
"4828",7000,7000,3.7,1,219.04,36000,7850,106,47.3,4,"Fully Paid"
"11451",7200,7200,1.5,5,223.94,40000,607,98,5.8,12,"Fully Paid"
"25658",20000,20000,6.6,0,683.36,1e+05,34279,101,79.5,7,"Fully Paid"
"20625",6000,6000,22.37,10,190.47,98056,41300,92,86.8,8,"Fully Paid"
"12443",6200,6200,1.2,9,188.59,20000,52,101,0.3,7,"Fully Paid"
"14099",8000,8000,4.37,2,258.1,61995,4090,98,85.2,5,"Fully Paid"
"27119",13550,14400,10.95,1,326.5,40000,7220,100,71.5,5,"Fully Paid"
"26523",21600,21600,24.64,3,734.16,82000,35432,97,74,11,"Fully Paid"
"34779",13000,13000,9.53,5,439.02,50000,13472,104,80.7,7,"Fully Paid"
"5",3000,3000,17.94,1,67.79,80000,27783,96,53.9,15,"Fully Paid"
"34044",8000,8000,9.8,3,267.74,30000,5934,102,39.8,5,"Fully Paid"
"11689",7600,7600,15.21,1,248.78,28000,1635,100,27.2,9,"Fully Paid"
"5448",22000,22000,9.55,6,737.99,92000,20693,100,75.5,8,"Fully Paid"
"27434",6000,6000,1.78,2,198.89,68004,2846,92,33.5,6,"Fully Paid"
"24331",21250,21250,19.86,10,512.03,65000,13909,100,57.7,11,"Fully Paid"
"35892",14000,14000,7.81,2,449.32,125000,17649,88,58.1,9,"Fully Paid"
"25187",1500,1500,22.15,4,49.46,24000,1622,99,90.1,14,"Fully Paid"
"32063",6000,6000,8.76,2,208.9,30000,5531,106,79,7,"Fully Paid"
"4351",11400,11400,8.17,5,350.03,90000,9343,100,38.8,11,"Fully Paid"
"19578",12800,12800,26.14,2,394.76,76800,15633,99,61.8,6,"Fully Paid"
"37295",8200,8200,11.46,9,256.96,74000,23891,91,19.3,18,"Fully Paid"
"17184",4000,4000,7.7,10,124.04,91000,14960,93,68.3,5,"Fully Paid"
"4701",31825,31825,16.17,5,1067.57,70000,19309,99,63.3,9,"Fully Paid"
"16211",4000,4000,22.28,10,124.72,120996,11781,98,61.4,9,"Fully Paid"
"10145",20000,20000,20.71,10,507.76,61000,1459,93,60.8,21,"Fully Paid"
"30814",10000,10000,9.96,10,327.36,89000,9740,88,53.8,7,"Fully Paid"
"18634",5000,5000,4.92,8,99.7,61200,8486,90,10.8,12,"Fully Paid"
"13864",8000,8000,8.28,10,246.99,140000,11018,98,9.8,15,"Fully Paid"
"34013",10000,10000,7.3,10,339.69,60000,6749,94,91.2,5,"Fully Paid"
"34595",4800,4800,11.94,0,160.64,63200,1725,100,33.8,9,"Fully Paid"
"31730",25000,25000,7.36,1,874.66,102000,0,95,0,7,"Fully Paid"
"16812",20000,20000,12.9,10,652.32,65000,8227,99,21,12,"Fully Paid"
"18244",7400,7400,20.75,10,223.19,72000,1310,90,2.1,10,"Fully Paid"
"19460",8000,8000,12.16,1,259.53,60000,7081,103,72.3,5,"Fully Paid"
"10468",6000,6000,24.02,0,145.88,72500,11033,95,29.3,14,"Fully Paid"
"26927",12000,12000,11.88,5,415.05,72000,8391,100,52.8,10,"Fully Paid"
"20903",11000,11000,2.32,10,352.98,130000,8008,96,62.6,6,"Fully Paid"
"31827",14000,14000,19.16,10,492.21,40400,11018,92,82.2,10,"Fully Paid"
"18637",25000,25000,18.05,3,603.32,60000,14817,82,50.4,11,"Fully Paid"
"21189",10000,10000,17.05,3,306.68,83000,10302,99,53.5,6,"Fully Paid"
"31249",13200,13200,17.8,2,410.65,51700,6294,87,33.5,11,"Fully Paid"
"28212",4000,4000,0.54,6,88.7,28800,437,102,8.4,7,"Fully Paid"
"29025",22800,22800,10.17,9,831.96,50400,22552,98,75.7,16,"Fully Paid"
"8923",35000,35000,10.58,8,896.22,104000,5067,101,31.7,8,"Fully Paid"
"26833",16000,16000,21.64,10,524.73,60000,11391,101,68.2,8,"Fully Paid"
"20621",3000,3000,14.82,3,92.01,77500,31,101,0.6,12,"Fully Paid"
"27329",12500,12500,12.9,0,414.35,46800,15477,81,82.3,8,"Fully Paid"
"4100",20000,20000,16.12,6,661.52,72000,14345,98,83.9,11,"Fully Paid"
"20180",6200,6200,2.97,9,187,44000,3646,97,7.5,8,"Fully Paid"
"5992",4000,4000,15.05,2,125.17,61000,2082,104,7.9,15,"Fully Paid"
"29337",7750,7750,14.35,10,239.78,53000,23571,93,21.4,13,"Fully Paid"
"6034",12800,12800,12.59,8,406.45,38500,15607,92,59.3,7,"Fully Paid"
"14204",6000,6000,17.94,8,185.24,65000,5430,90,30.9,11,"Fully Paid"
"11396",5000,5000,17.65,3,154.37,65000,29236,106,17.7,13,"Fully Paid"
"38335",7500,7500,14.65,3,247,72000,5608,98,47.1,5,"Fully Paid"
"30365",5000,5000,24.17,3,155.55,42000,2542,103,18.4,10,"Fully Paid"
"26598",10000,10000,4.05,2,216.18,105000,0,90,0,7,"Fully Paid"
"22720",11275,16000,2.72,2,241.57,23400,0,99,0,6,"Fully Paid"
"13804",6400,6400,5,4,212.55,90000,2331,100,58.3,4,"Fully Paid"
"34895",5000,5000,2.36,3,156.69,28000,2583,103,31.5,6,"Fully Paid"
"32361",2000,2000,4.12,5,66.94,60000,3021,100,18.1,12,"Fully Paid"
"23124",3250,3250,17.45,0,105.42,12240,0,105,0,6,"Fully Paid"
"1620",18000,18000,17.77,6,414.09,52000,12581,100,68.7,8,"Fully Paid"
"17573",1500,1500,17.62,10,51.67,91000,47955,94,94.4,10,"Fully Paid"
"5039",30000,30000,20.98,4,778.72,60000,28360,94,60,14,"Fully Paid"
"27283",2500,2500,8.03,0,82.43,42000,9504,98,79.2,10,"Fully Paid"
"23566",12000,12000,11.56,8,368.01,70000,10479,98,44.2,8,"Fully Paid"
"15215",12000,12000,4.99,9,373.22,76663,11516,95,50.5,4,"Fully Paid"
"12567",11000,11000,9.89,7,334.6,51300,376,95,1.1,8,"Fully Paid"
"25677",15000,15000,9.64,10,486.69,90474,22400,78,19.9,20,"Fully Paid"
"1398",10000,10000,18.88,10,335.45,2e+05,84099,76,85.6,16,"Fully Paid"
"27710",3000,3000,2.3,3,92.31,25000,17,85,0.1,8,"Fully Paid"
"10897",25000,25000,5.61,10,818.35,110000,19480,96,57.1,10,"Fully Paid"
"21912",4200,4200,3.22,5,134.05,38000,3928,105,55.4,8,"Fully Paid"
"17784",25000,25000,7.7,6,613.28,75000,10894,100,51.4,4,"Fully Paid"
"4806",6250,6250,8.97,3,198.46,38400,8104,103,51,8,"Fully Paid"
"20292",9000,9000,17.33,10,279.09,88560,8606,100,49.5,13,"Fully Paid"
"34434",14400,14400,15.82,7,472.38,65000,8799,98,34.5,16,"Fully Paid"
"38435",18000,18000,9.96,0,575.17,60000,6703,100,47.5,5,"Fully Paid"
"31346",1500,1500,3.16,0,53.35,30000,2761,106,83.7,3,"Fully Paid"
"32534",9000,9000,10.32,2,284.5,160000,126088,90,27,7,"Fully Paid"
"34413",8800,8800,10.12,4,290.13,36996,13884,94,38.7,11,"Fully Paid"
"35414",9100,9100,4.97,8,317.11,38400,10971,102,67.7,4,"Fully Paid"
"15316",7000,7000,24.12,4,220.95,120000,59797,89,64.9,15,"Fully Paid"
"27459",1500,1500,4.14,7,46.93,65004,7171,99,38.3,10,"Fully Paid"
"15017",10000,10000,0.39,10,332.1,192000,1802,94,33.4,6,"Fully Paid"
"13422",5000,5000,2.94,7,163.67,42000,2191,103,25.1,7,"Fully Paid"
"31773",19000,19000,11.17,4,648.61,124000,22294,96,69,7,"Fully Paid"
"28206",16000,16000,24.47,10,388.67,98582.68,9524,93,52.3,12,"Fully Paid"
"22507",4500,4500,23.25,7,101.5,40000,4109,94,32.9,8,"Fully Paid"
"9285",3600,3600,14.78,8,116.15,60000,24567,103,70.8,6,"Fully Paid"
"27166",6000,6000,10.02,1,148.54,40000,3350,96,21.3,11,"Fully Paid"
"31086",5600,5600,14.32,10,182.34,75000,15055,93,88,10,"Fully Paid"
"2087",35000,35000,18.11,10,916.03,137000,32568,89,79.6,9,"Fully Paid"
"2206",22000,22000,17.21,2,486.16,50000,9961,103,43.9,10,"Fully Paid"
"13630",20000,20000,11.01,3,659.43,70000,22488,97,83.9,12,"Fully Paid"
"32052",10600,10600,8.49,3,352.98,94000,9044,96,24.1,11,"Fully Paid"
"9372",2800,2800,12.43,3,95.69,45000,271,106,7.1,8,"Fully Paid"
"9928",35000,35000,13.16,10,1196.05,205000,51856,84,62.6,9,"Fully Paid"
"18497",3500,3500,25.76,2,106.15,92000,5488,91,8.3,19,"Fully Paid"
"32646",6500,6500,16.2,1,221.89,24000,7893,103,59.3,12,"Fully Paid"
"1240",8000,8000,6.57,10,267.33,80000,11222,102,94.3,10,"Fully Paid"
"32752",3500,3500,9.42,3,109.27,65000,2087,102,9.8,7,"Fully Paid"
"23923",5000,5000,15.05,2,155.56,110000,113251,96,36.1,14,"Fully Paid"
"7552",7200,7200,21.15,2,239.11,90000,32437,99,54.6,17,"Fully Paid"
"33337",10000,10000,15.49,1,316.11,56000,6068,91,16.7,7,"Fully Paid"
"30820",7775,7775,15.77,4,269.38,148000,5238,77,90.3,18,"Fully Paid"
"15044",3500,3500,7.01,5,116.24,27048,4923,106,79.4,6,"Fully Paid"
"34585",3500,3500,7.58,10,115.39,35000,4336,86,12.5,15,"Fully Paid"
"18247",8000,8000,14.75,5,171.44,55000,14151,99,41.6,4,"Fully Paid"
"18560",12000,12000,5.08,9,372.12,61000,12653,104,48.9,5,"Fully Paid"
"26052",16000,16000,2.04,5,524.73,1e+05,0,100,0,14,"Fully Paid"
"11489",3600,3600,17.37,5,109.51,55000,4730,102,30.7,7,"Fully Paid"
"2164",22000,22000,18.9,10,561.66,75000,27616,99,60.6,14,"Fully Paid"
"35307",1700,1700,10.11,0,57.41,14000,2246,99,97.7,20,"Fully Paid"
"31670",15000,15000,7.69,5,483.16,66000,8816,95,23.8,6,"Fully Paid"
"15565",10000,10000,24.14,10,326.16,50000,17308,98,86.4,10,"Fully Paid"
"20584",8000,8000,20.29,4,189.61,33600,8412,105,64.8,13,"Fully Paid"
"36899",4000,4000,1.52,4,136.31,110000,2783,99,45.6,6,"Fully Paid"
"36270",16000,16000,20.54,10,550.13,70000,16124,103,70.1,10,"Fully Paid"
"35186",12500,12500,11.71,2,399.34,50000,1052,96,8.6,7,"Fully Paid"
"23397",4200,4200,15.83,10,134.05,84000,7167,91,71,8,"Fully Paid"
"4277",4800,4800,28.87,2,149.34,36000,10913,96,63.1,8,"Fully Paid"
"12326",10400,10400,12.13,0,313.67,95000,13105,98,43.7,9,"Fully Paid"
"935",10075,10075,18.63,2,336.66,46000,17072,100,55.9,8,"Fully Paid"
"37447",5400,12000,18.08,0,179.93,60000,26013,99,37,19,"Fully Paid"
"16694",10800,10800,17.03,1,325.73,43680,17970,91,20.8,11,"Fully Paid"
"14975",9000,9000,10.57,0,243.43,21000,6981,107,48.1,11,"Fully Paid"
"5914",35000,35000,11.29,2,916.03,250000,58759,94,51.6,6,"Fully Paid"
"16116",24800,34200,24.91,6,618.22,168300,57246,81,89.9,14,"Fully Paid"
"24015",11200,11200,11.26,2,258.35,32600,0,94,0,3,"Fully Paid"
"16686",18000,18000,14.3,2,455.91,108000,8883,101,35,12,"Fully Paid"
"5223",14000,14000,9.09,5,335.05,80000,6832,97,60.5,4,"Fully Paid"
"33072",5000,5000,24.34,6,158.86,53000,25295,98,62.5,18,"Fully Paid"
"790",1000,1000,6.19,8,33.94,35100,9219,97,73.1,8,"Fully Paid"
"22047",2000,2000,17.58,5,64.88,45600,2525,103,36.1,5,"Fully Paid"
"35789",2400,2400,4.69,7,76.68,54500,2184,93,72.1,5,"Fully Paid"
"23825",3000,3000,2.36,3,98.39,30000,1641,100,11.6,5,"Fully Paid"
"19968",6450,6450,2.42,2,209.25,126000,7153,96,78.6,4,"Fully Paid"
"26231",23000,23000,11.93,10,625.73,55000,6101,101,91.1,4,"Fully Paid"
"38339",8000,8000,16.06,1,265.87,44684.66,8009,102,68.5,10,"Fully Paid"
"20509",24000,24000,14.36,0,736.02,60400,24009,100,38.7,6,"Fully Paid"
"3590",9000,9000,9.06,10,273.92,35352,8032,88,25.5,6,"Fully Paid"
"24454",3500,3500,0.72,10,122.33,40000,761,102,76.1,4,"Fully Paid"
"18326",10000,10000,19.62,10,214.3,68000,9347,90,11.4,20,"Fully Paid"
"18652",15000,15000,20.85,1,505.85,48000,18476,106,64.8,9,"Fully Paid"
"19067",25375,25375,23.25,0,622.48,45000,25043,96,80.3,7,"Fully Paid"
"26113",12000,12000,9.76,1,421.59,84996,5036,102,49.9,5,"Fully Paid"
"3047",12000,12000,1.74,0,390.88,95000,1737,107,12,8,"Fully Paid"
"5352",10000,10000,21.76,5,330.76,92000,17110,100,97.8,6,"Fully Paid"
"1444",6500,6500,15.41,5,211.73,45000,3992,99,66.5,4,"Fully Paid"
"29863",20000,20000,4.34,4,651.2,50000,1,99,0,7,"Fully Paid"
"27035",8700,8700,9.9,2,304.07,32004,7190,104,79.9,5,"Fully Paid"
"21977",12175,18500,5.92,8,373.38,130000,43,87,0.2,17,"Fully Paid"
"17048",4800,4800,15.42,3,165.32,117000,19889,93,84.3,11,"Fully Paid"
"33854",8000,8000,19.06,10,262.43,52000,2477,80,18.2,14,"Fully Paid"
"34322",2000,2000,18.31,10,62.12,70000,31305,93,46.8,12,"Fully Paid"
"22763",5000,5000,24.61,2,171.11,74004,21206,102,89.9,10,"Fully Paid"
"20118",7200,7200,1.67,10,176.63,42307.2,1644,95,21.6,8,"Fully Paid"
"9108",13000,13000,14.06,10,302.42,96000,17525,98,73.9,5,"Fully Paid"
"11185",12000,12000,11.67,10,276.06,110000,294,96,11.8,6,"Fully Paid"
"663",10800,10800,11.22,2,267.08,23000,9952,105,64.2,5,"Fully Paid"
"16584",6000,6000,12.32,2,193.61,49200,13940,103,51.2,7,"Fully Paid"
"19627",6000,6000,5.28,0,187.08,40000,5116,101,21.3,5,"Fully Paid"
"16672",10000,10000,15.28,10,311.8,117000,53792,97,69.2,10,"Fully Paid"
"23153",6000,6000,18.06,6,127.46,65000,2092,98,51,7,"Fully Paid"
"2812",10000,10000,19.13,10,355.39,52000,5643,86,35.5,12,"Fully Paid"
"10994",4000,4000,2.16,7,132.84,66000,3610,93,37.6,4,"Fully Paid"
"35171",12000,12000,9.32,3,392.57,72000,22636,99,67.6,7,"Fully Paid"
"11086",16000,16000,24,0,523.75,52000,16582,100,42.7,17,"Fully Paid"
"33057",11000,11000,5.12,3,368.13,81600,358,105,7.5,5,"Fully Paid"
"28089",7000,7000,9.26,3,151.33,53000,6121,99,47.2,6,"Fully Paid"
"35723",9600,9600,16.15,5,324.2,35000,14852,97,79.4,10,"Fully Paid"
"15114",5600,5600,16.07,3,183.32,66000,15658,92,69.5,8,"Fully Paid"
"36787",8000,8000,18.6,3,268.95,50000,8690,94,65.3,9,"Fully Paid"
"8689",20000,20000,4.03,7,444.79,46800,5447,96,25.3,5,"Fully Paid"
"33206",10000,10000,4.75,3,316.11,75600,22078,95,19.8,13,"Fully Paid"
"208",7000,7000,12,7,233.91,82000,25334,102,71.6,6,"Fully Paid"
"2144",9300,9300,3.62,10,217.7,75000,17648,88,45.7,6,"Fully Paid"
"9190",3725,3725,18.57,10,121.23,140000,43987,90,70.8,21,"Fully Paid"
"31912",5000,5000,9.06,0,174.08,85000,9523,95,75,5,"Fully Paid"
"31037",10000,10000,5.4,4,311.1,30000,5270,102,24.3,7,"Fully Paid"
"7011",5600,5600,7.23,2,171.95,70000,8125,93,16.8,8,"Fully Paid"
"30342",16000,16000,18.12,3,539.92,51000,1794,99,30.9,6,"Fully Paid"
"1012",21650,21650,21.28,6,726.25,62361,17174,98,85.9,8,"Fully Paid"
"27254",7000,7000,2.13,4,242.11,63000,1407,106,31.3,3,"Fully Paid"
"7622",9000,9000,24.45,1,298.89,40000,10602,99,27.3,9,"Fully Paid"
"25113",4750,4750,17.2,6,123.33,18000,6302,101,95.5,4,"Fully Paid"
"18183",12000,12000,3.01,10,370.09,75000,4672,85,6.5,16,"Fully Paid"
"20692",3200,3200,1.53,2,107.79,55000,2218,102,38.9,6,"Fully Paid"
"11380",5000,5000,9.03,3,154.37,21000,6065,103,23,5,"Fully Paid"
"2076",12000,12000,3.38,4,386.7,75000,14847,99,64.8,7,"Fully Paid"
"13482",12000,12000,13.01,10,315.87,41500,7811,100,78.5,10,"Fully Paid"
"31817",10750,10750,22.45,1,372.44,38000,15146,100,77.3,9,"Fully Paid"
"16456",15000,15000,10.2,4,481.41,36000,1819,105,4.3,18,"Fully Paid"
"13920",4000,4000,23.29,2,129.05,26280,8688,99,54,12,"Fully Paid"
"14029",10000,10000,24.46,6,311.02,60000,2744,98,8.9,11,"Fully Paid"
"27957",10000,10000,14.17,10,228.71,46000,5681,95,87.4,4,"Fully Paid"
"28230",2500,2500,14.96,9,88.29,54000,4476,100,99.5,3,"Fully Paid"
"7398",7200,7200,4.65,3,237.4,95000,5495,92,70.2,7,"Fully Paid"
"19558",8800,8800,5.96,3,283.96,65000,1312,101,6.2,10,"Fully Paid"
"6007",1800,1800,15.37,4,56,52000,6401,102,58.7,7,"Fully Paid"
"21235",7000,7000,14.76,4,223.42,50000,19145,94,46.6,11,"Fully Paid"
"9842",6000,6000,12.68,9,193.58,1e+05,180,97,12,7,"Fully Paid"
"38164",7000,7000,13.28,10,223.26,88000,12672,92,21,10,"Fully Paid"
"13173",16750,16750,25.16,10,368.3,31000,21584,88,26.5,15,"Fully Paid"
"4611",30000,30000,6.58,10,785.17,1e+05,13363,96,89.1,6,"Fully Paid"
"35781",13650,13650,22.43,2,469.33,63936,34847,99,68.1,11,"Fully Paid"
"18207",20875,30000,18.05,10,512.09,1e+05,55577,94,83,12,"Fully Paid"
"18351",1675,1675,4.81,3,54.93,24960,1466,106,86.2,4,"Fully Paid"
"31539",22000,22000,15.46,5,712.47,75693.81,17346,94,18.6,11,"Fully Paid"
"29146",6000,6000,3.61,2,197.47,140000,524,99,29.1,5,"Fully Paid"
"14299",22000,22000,19.21,3,684.24,120000,3023,96,8,9,"Fully Paid"
"12982",3000,3000,8.1,2,92.12,24000,585,103,10.1,4,"Fully Paid"
"23835",6000,6000,23.65,4,143.41,26400,1902,102,34.6,8,"Fully Paid"
"29935",10750,10750,19.82,7,336.27,33600,8018,98,30.6,11,"Fully Paid"
"14443",22800,35000,11.42,3,545.17,220000,19338,91,41.5,15,"Fully Paid"
"20730",14550,14550,17.15,2,466.9,48000,11615,97,71.1,8,"Fully Paid"
"3087",7500,7500,10.72,10,248.07,153000,20121,81,38.2,9,"Fully Paid"
"27774",2100,2100,22.39,10,69.61,62000,1586,100,28.3,6,"Fully Paid"
"34436",6000,6000,9.96,0,214.05,50000,8599,104,91.6,6,"Fully Paid"
"30846",7550,7550,12.06,4,234.88,70000,6126,99,11.5,13,"Fully Paid"
"11567",30000,30000,15.14,5,1076.92,112260,36995,104,85.2,13,"Fully Paid"
"2581",4500,4500,15.77,10,138.17,72000,19911,88,75.1,7,"Fully Paid"
"14472",12000,12000,10.11,3,370.48,70000,18,94,0.1,9,"Fully Paid"
"1869",3000,3000,16.32,1,92.12,45000,58403,93,62.8,7,"Fully Paid"
"30869",11000,11000,22.97,2,344.09,69000,13058,97,17.8,22,"Fully Paid"
